0	0.00104607034676664	8.24190676034869E-4	9.11525752177743E-4
0.032	0.00129084116646788	0.00133355264026901	0.00106709885671322
0.064	0.00217219239637235	0.00168551320929942	0.00201373902752395
0.096	0.00425506946097828	0.003596075155895	0.00375609105422732
0.128	0.0077296660848729	0.00708533142301974	0.00764316944735721
0.16	0.0143776520096768	0.0131710168997666	0.0135751604415428
0.192	0.0245715079599285	0.0261696381898716	0.0252489326118829
0.224	0.0433397992481624	0.0454136533864814	0.0430254355780975
0.256	0.0681663181409692	0.0739622221318109	0.070774155537061
0.288	0.104487078076349	0.108700123329755	0.10520285558756
0.32	0.151280459051472	0.155775855783255	0.151000480776992
0.352	0.204453382336054	0.213807348669035	0.205410540869249
0.384	0.269802927171604	0.274017167861869	0.271619714452053
0.416	0.338411986932531	0.344679898045437	0.338867246623518
0.448	0.409430963987553	0.41069118286509	0.407549632915884
0.48	0.489445630699876	0.490200317607037	0.485324066767382
0.512	0.565937686915423	0.561383848842187	0.555787407641204
0.544	0.634392156002299	0.630529805380944	0.628796624733565
0.576	0.703813026689584	0.698035680859008	0.6888568894501
0.608	0.762797060417142	0.75640622513379	0.751502905072009
0.64	0.812996101767871	0.801963993731255	0.804842746042627
0.672	0.859633972786313	0.856065515510067	0.850233426570918
0.704	0.895146748913154	0.891157725019706	0.891601671629058
0.736	0.920681854530626	0.912877159751019	0.913540730575366
0.768	0.948226396170898	0.941266734873409	0.939903330590066
0.8	0.962637428985726	0.956914374792291	0.955635417368636
0.832	0.968279305383671	0.962601078137031	0.965985679018731
0.864	0.975917132246842	0.97173947255649	0.977547298537205
0.896	0.978486495549465	0.970077425995097	0.978398102998586
0.928	0.972866556640883	0.969656014180825	0.973284182318675
0.96	0.969943827075391	0.96326580011976	0.969160163212682
0.992	0.963372751774478	0.959624177886477	0.965025771789295
1.024	0.949102119134397	0.942278677972645	0.953842517824362
1.056	0.938757518552371	0.936081852077179	0.945021922073389
1.088	0.92930215769729	0.91740357936188	0.924008312273226
1.12	0.910550417917729	0.912191931035392	0.910590582292726
1.152	0.896381068130296	0.892655662950462	0.905360202750475
1.184	0.883817432157232	0.880616726024896	0.887880108467574
1.216	0.869433685625665	0.871353285263593	0.869541912345685
1.248	0.853623173531152	0.84999385046063	0.855613492155212
1.28	0.841784064619869	0.843861596384037	0.849729812782594
1.312	0.829592725649022	0.827030710728508	0.824637262361398
1.344	0.8142669530497	0.809395533364196	0.817262122464646
1.376	0.797845900467973	0.792910650878955	0.80044877660335
1.408	0.784125011879637	0.782740346459213	0.786126034176017
1.44	0.772291458368951	0.7669269412636	0.769423516891272
1.472	0.755308504137448	0.757798610856721	0.752941989214632
1.504	0.743259651807317	0.744552319984674	0.746266429974076
1.536	0.732187630948974	0.725434487403041	0.726924822928991
1.568	0.722271152517031	0.71541354543917	0.717346251049461
1.6	0.70686819296587	0.706886690327932	0.705107305473699
1.632	0.696431998025973	0.699854084728939	0.69458117444351
1.664	0.684880320624539	0.683461253843075	0.683513107183197
1.696	0.672535572845111	0.670639246998588	0.665688259231886
1.728	0.659105491693485	0.655414304960468	0.660367841196235
1.76	0.654597798269212	0.645108571799538	0.646259346241681
1.792	0.641220247745454	0.638035025857	0.636545383714191
1.824	0.633437300572156	0.631650323843728	0.626937173628905
1.856	0.620145136872461	0.616753007554906	0.616250912578313
1.888	0.613886996397289	0.605202322672025	0.60411127960801
1.92	0.600650021928049	0.597025636891656	0.594125273659121
1.952	0.588368584541758	0.590683718204508	0.587760574651915
1.984	0.580918324015894	0.577139706403389	0.577588469430133
2.016	0.57055804504161	0.57080769629235	0.570924088762981
2.048	0.568369725972804	0.565333134396651	0.559135324290966
2.08	0.558118233556533	0.551804281278541	0.551885355677084
2.112	0.549621978195404	0.547021449911731	0.540379085690434
2.144	0.53969967230425	0.531904157005633	0.535856951045888
